Datum,Kalorien (kcal),Distanz (m),Durchschnittliche Herzfrequenz (bpm),Maximale Herzfrequenz (bpm),Minimale Herzfrequenz (bpm),Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Radfahren – Dauer (ms),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Laufen – Dauer (ms),Leichter Schlaf – Dauer (ms),Tiefer Schlaf – Dauer (ms),Wachphase beim Schlafen – Dauer (ms)
2016-01-24,1780.5125732421875,84.07196807861328,,,,47.3029670715332,7.875132083892822,47.30619430541992,7.883371829986572,1.4012943506240845,5.880136013031006,0.5100980401039124,355,,,,,84702248,200170,,,,
2016-01-25,1847.966552734375,2077.171142578125,,,,46.94413375854492,7.428529262542725,47.306358337402344,7.882068157196045,11.407658576965332,37.08402633666992,0.6100819706916809,3842,,,,,75766090,2023760,80889,,,
2016-01-26,1909.2730712890625,2685.66015625,,,,46.94734191894531,7.434848308563232,47.307884216308594,7.943307876586914,3.8891074657440186,35.66017150878906,1.426884651184082,4583,,,,,74830451,2695310,,,,
2016-01-27,1899.1005859375,2686.38671875,,,,46.94718933105469,7.43471097946167,47.312374114990234,7.944849967956543,1.2776106595993042,15.430466651916504,0.5,4661,,,,,76822253,2553994,,,,
2016-01-28,1883.62939453125,1971.8212890625,,,,46.810001373291016,7.434885501861572,47.316932678222656,8.219999313354492,3.11613130569458,40.04015350341797,0.5400926470756531,3435,,,,,77831689,1906964,,,,
2016-01-29,1634.1907958984375,3098.673828125,,,,46.947330474853516,7.434873104095459,47.47492599487305,8.226489067077637,7.903706073760986,30.14000701904297,0.6000833511352539,5006,,,,,61553008,2536025,103833,,,
2016-01-30,837.00537109375,171.54193115234375,,,,47.4499397277832,8.084312438964844,47.489070892333984,8.304764747619629,3.6563570499420166,26.81999969482422,0.5103920102119446,354,,,,,36240004,185808,,,,
2016-01-31,1795.9996337890625,158.03054809570312,,,,47.30366897583008,7.876306533813477,47.48234558105469,8.231804847717285,4.133820533752441,27.43113899230957,0.6200000047683716,553,,,,,82906864,300709,,,,
2016-02-01,1887.3148193359375,2293.833251953125,,,,46.810001373291016,7.4348978996276855,47.30646896362305,8.219999313354492,2.369969367980957,25.87382698059082,0.551089882850647,3853,,,,,77586262,2185734,,,,
2016-02-02,1889.633056640625,2185.688720703125,,,,46.94735336303711,7.433825969696045,47.30646896362305,7.881336688995361,1.7561792135238647,2.6836540699005127,0.5661271810531616,3694,,,,,79511464,2138258,,,,
2016-02-03,1864.0201416015625,1767.678466796875,,,,46.947139739990234,7.434864521026611,47.30662536621094,7.880837440490723,3.4574522972106934,31.03013038635254,0.6800000071525574,3198,,,,,76843507,1918940,,,,
2016-02-04,1851.05029296875,1449.6097412109375,,,,47.301578521728516,7.875786304473877,47.39228820800781,8.058454513549805,1.0514841079711914,5.100088119506836,0.5099999904632568,3012,,,,,79061053,1479466,116706,,,
2016-02-05,1973.41015625,3959.91015625,,,,46.947113037109375,7.434895038604736,47.34237289428711,7.908209800720215,7.590270519256592,18.00934410095215,0.5688585042953491,5979,,,,,76354745,3743943,,,,
2016-02-06,1798.7469482421875,494.85321044921875,,,,47.304290771484375,7.879711151123047,47.50603485107422,8.240072250366211,2.8980677127838135,13.335835456848145,0.5728001594543457,1810,,,,,76484989,840768,,,,
2016-02-07,1687.361572265625,430.2311706542969,,,,47.28544998168945,7.7044148445129395,47.48008728027344,8.23095417022705,11.510286331176758,32.63999938964844,0.5400000214576721,1142,,,,,75420345,700106,,,,
2016-02-08,1795.6329345703125,261.9833679199219,,,,47.284156799316406,7.706235408782959,47.30705261230469,7.896847248077393,3.141658306121826,33.60002136230469,0.5099999904632568,613,,,,,83946715,356958,,,,
2016-02-09,1904.4957275390625,2497.33154296875,,,,46.946956634521484,7.434787273406982,47.311859130859375,7.884385585784912,1.6069817543029785,39.54673767089844,0.5162363648414612,4035,,,,,77910536,2098154,110172,,,
2016-02-10,1879.763427734375,2169.87353515625,,,,46.947288513183594,7.4349284172058105,47.306373596191406,7.88087272644043,13.915534019470215,33.720096588134766,0.5000999569892883,3417,,,,,77781616,1910201,71334,,,
2016-02-11,1876.7490234375,2091.919677734375,,,,46.94729232788086,7.434951305389404,47.30659484863281,7.880396842956543,6.661782264709473,28.930007934570312,0.5161395072937012,3228,,,,,77856014,1819143,,,,
2016-02-12,1914.490234375,2541.338623046875,,,,46.810001373291016,7.434905529022217,47.311038970947266,8.219999313354492,5.172329902648926,38.46063995361328,0.562227725982666,4187,,,,,78092821,2353394,,,,
2016-02-13,1896.214111328125,1985.0087890625,,,,47.05476760864258,7.812845706939697,47.31599044799805,8.303716659545898,3.808295488357544,34.840206146240234,0.5100980401039124,4065,,,,,73346500,2629375,,,,
2016-02-14,1797.0732421875,1.3049299716949463,,,,47.303955078125,7.877165794372559,47.30503463745117,7.881356716156006,1.510529637336731,1.510529637336731,1.510529637336731,543,,,,,86144648,30230,,,,
2016-02-15,1901.0478515625,1769.9517822265625,,,,46.72105026245117,7.422922611236572,47.31293869018555,7.893954277038574,4.397250175476074,29.190336227416992,0.5015974640846252,3398,,,,,75600870,1935814,,,,
2016-02-16,1915.21142578125,1893.15380859375,,,,46.94767761230469,7.434897422790527,47.30656051635742,7.8805952072143555,3.4575939178466797,35.780067443847656,0.9108787178993225,3127,,,,,79342160,1744083,126768,,,
2016-02-17,1906.4736328125,2087.928466796875,,,,46.7553825378418,7.434981822967529,47.30672836303711,7.880868434906006,2.1299452781677246,11.791034698486328,0.531413197517395,3641,,,,,78917919,1682756,127270,,,
2016-02-18,1909.104736328125,2006.527587890625,,,,46.947303771972656,7.434996604919434,47.30656814575195,7.881119728088379,2.105882406234741,3.108311414718628,0.5762811899185181,3584,,,,,79696167,1981735,,,,
2016-02-19,1648.5615234375,2868.275390625,,,,46.9441032409668,7.4149909019470215,47.479400634765625,8.243924140930176,6.086189270019531,33.33018493652344,0.9963935017585754,4889,,,,,61794550,2737289,,,,
2016-02-20,164.1582794189453,54.31270980834961,,,,47.41899871826172,8.0842924118042,47.494686126708984,8.290167808532715,13.227548599243164,19.070064544677734,8.980021476745605,109,,,,,1162185,718297,,,,
2016-02-21,995.7921142578125,113.57892608642578,,,,47.30379104614258,7.871006965637207,47.4732551574707,8.229371070861816,22.15301513671875,27.712743759155273,0.8100000023841858,340,,,,,44664512,248763,,,,
2016-02-22,1910.474365234375,2057.622314453125,,,,46.9472770690918,7.306524276733398,47.30647277832031,7.880950927734375,2.179950714111328,4.752031326293945,0.6688796281814575,3427,,,,,78963246,1599234,166316,,,
2016-02-23,1937.0301513671875,2241.374755859375,,,,46.94721221923828,7.434687614440918,47.30625915527344,7.941350936889648,1.8486169576644897,14.020014762878418,0.6239390969276428,4085,,,,,77376548,2451653,,,,
2016-02-24,1904.0283203125,2086.43408203125,,,,46.94730758666992,7.434966564178467,47.3065071105957,7.883101463317871,2.5867695808410645,13.037338256835938,0.5400000214576721,3481,,,,,78972244,1901374,,,,
2016-02-25,1952.7015380859375,2679.215087890625,,,,46.947288513183594,7.4343767166137695,47.30649948120117,7.880860805511475,1.0035808086395264,6.90050745010376,0.5699999928474426,4245,,,,,78735707,2264088,180832,,,
2016-02-26,1847.7015380859375,668.8384399414062,,,,47.30338668823242,7.877996921539307,47.4783821105957,8.220210075378418,13.191444396972656,22.080110549926758,0.5162363648414612,2061,,,,,79093126,1229413,,,,
2016-02-27,1795.5947265625,,,,,47.304325103759766,7.877308368682861,47.4794807434082,8.23581600189209,4.219269752502441,28.043611526489258,0.8799999952316284,283,,,,,84082469,,,,,
2016-02-28,2295.98828125,3879.8427734375,,,,46.7740364074707,7.879759788513184,47.304508209228516,8.308575630187988,1.4172841310501099,3.179072141647339,0.5393514037132263,7988,,,,1923776,64568553,5689617,323877,,,
2016-02-29,1906.462890625,1975.299560546875,,,,46.94660186767578,7.4344611167907715,47.306304931640625,7.880818843841553,5.114882946014404,5.963598251342773,1.3380956649780273,3502,,,,,79037037,1948848,,,,
2016-03-01,1929.4932861328125,2197.525390625,,,,46.94728469848633,7.434988975524902,47.306304931640625,7.941427230834961,1.4011856317520142,2.257188558578491,0.6412487626075745,3989,,,,,76839467,2408778,,,,
2016-03-02,1900.979248046875,2005.48974609375,,,,46.94438552856445,7.433871269226074,47.306915283203125,7.88118314743042,7.4607133865356445,14.260004043579102,0.5433230996131897,3551,,,,,77929680,1951954,,,,
2016-03-03,1921.2642822265625,2412.03173828125,,,,46.947296142578125,7.434967517852783,47.30718231201172,7.881799697875977,1.6538035869598389,16.667936325073242,0.6606814861297607,3738,,,,,77490248,2033368,197036,,,
2016-03-04,1907.01904296875,1973.9788818359375,,,,46.947303771972656,7.434956073760986,47.306514739990234,7.880717754364014,24.933279037475586,35.97999954223633,1.6107451915740967,3372,,,,,79160841,1910059,,,,
2016-03-05,1841.0946044921875,817.0971069335938,,,,47.301063537597656,7.878745079040527,47.483245849609375,8.254471778869629,7.471312046051025,32.350074768066406,0.5091168880462646,2098,,,,,80719117,1001210,,,,
2016-03-06,1801.659423828125,99.83903503417969,,,,47.30245590209961,7.877004146575928,47.47993469238281,8.234382629394531,3.1332008838653564,28.511577606201172,0.5044799447059631,587,,,,,82756704,203443,,,,
2016-03-07,1928.10302734375,2098.9482421875,,,,46.94728088378906,7.43497371673584,47.306541442871094,7.884154796600342,1.0958442687988281,8.30311393737793,0.5107837319374084,3320,,,,,79173420,1698906,187242,,,
2016-03-08,1923.760986328125,2341.564208984375,,,,46.939632415771484,7.398742198944092,47.307762145996094,7.881150722503662,1.1052565574645996,5.775846481323242,0.5400000214576721,4302,,,,,76799656,2527041,,,,
2016-03-09,1944.035888671875,3030.110595703125,,,,46.939632415771484,7.39874267578125,47.306541442871094,7.8807501792907715,2.230093240737915,4.038143157958984,0.5003998279571533,4363,,,,,79171786,2466204,,,,
2016-03-10,1904.828857421875,2113.5048828125,,,,46.9477653503418,7.434963703155518,47.30652618408203,7.880928993225098,1.7874505519866943,3.7700133323669434,0.5200961232185364,3049,,,,,79292108,1840021,,,,
2016-03-11,1975.85693359375,3474.8359375,,,,46.94681930541992,7.434939861297607,47.48298645019531,8.241802215576172,1.833612322807312,27.71112632751465,0.6185466647148132,6407,,,,,73379459,3415670,,,,
2016-03-12,1809.0244140625,533.8145141601562,,,,47.30426788330078,7.879448890686035,47.489501953125,8.257089614868164,8.864413261413574,34.66005325317383,0.7106335163116455,1653,,,,,79867969,875984,,,,
2016-03-13,1799.9998779296875,,,,,47.30392074584961,7.877851486206055,47.30510711669922,7.881875038146973,0.6684207320213318,1.1412712335586548,0.6519202589988708,510,,,,,86400000,,,,,
2016-03-14,1898.3785400390625,1716.0504150390625,,,,46.9472541809082,7.434965133666992,47.306312561035156,7.8928704261779785,0.6823713183403015,0.75,0.6007495522499084,3509,,,,,78868517,1786138,,,,
2016-03-15,1910.8275146484375,2327.70263671875,,,,46.945228576660156,7.430840015411377,47.306941986083984,7.941445827484131,1.7496023178100586,9.80051040649414,0.5852349996566772,4038,,,,,77272600,2040179,,,,
2016-03-16,1949.5618896484375,2995.261962890625,,,,46.94728469848633,7.434988498687744,47.30635070800781,7.880166053771973,6.974247455596924,17.497713088989258,0.5371219515800476,4539,,,,,77628647,2781445,,,,
2016-03-17,1911.2855224609375,2114.00244140625,,,,46.94729232788086,7.435000896453857,47.30657196044922,7.880148410797119,3.089299201965332,4.355709075927734,0.776208758354187,3484,,,,,79283274,2001563,,,,
2016-03-18,1902.967041015625,2017.0089111328125,,,,46.947242736816406,7.435000896453857,47.30653381347656,7.880160808563232,1.818521499633789,5.559720993041992,1.5376930236816406,3930,,,,,78272060,2114680,,,,
2016-03-19,1897.156494140625,1831.5472412109375,,,,46.77842712402344,6.63621187210083,47.31341552734375,7.893905162811279,4.0807061195373535,9.590004920959473,0.5199999809265137,3299,,,,,64954427,2029416,,,,
2016-03-20,1798.61767578125,,,,,47.30415344238281,7.879378318786621,47.30457305908203,7.880191326141357,1.0136207342147827,2.0908610820770264,0.630634605884552,65,,,,,86333654,,,,,
2016-03-21,1911.1275634765625,1915.2415771484375,,,,46.946563720703125,7.433982849121094,47.306434631347656,7.8800272941589355,1.2829805612564087,3.1978118419647217,1.0872441530227661,2864,,,,,79292571,1501008,165835,,,
2016-03-22,977.065673828125,1040.4588623046875,,,,46.94729232788086,7.434977054595947,47.30616760253906,7.880025863647461,0.8965593576431274,2.3707592487335205,0.5000999569892883,1846,,,,,40091573,1003371,,,,
2016-04-12,113.37772369384766,,,,,47.30436325073242,7.879669666290283,47.30466079711914,7.8800859451293945,,,,112,,,,,5442131,,,,,
2016-04-22,44.012577056884766,,,,,,,,,,,,57,,,,,2112604,,,,,
2016-07-13,264.9999694824219,0.0,,,,,,,,,,,0,,,,,,,,5100000,7620000,
2016-07-14,1329.5164794921875,3830.0,51.0,51.0,51.0,,,,,,,,5249,,,,,,7140000,,21060000,3240000,
2016-07-15,2087.715576171875,4285.40673828125,,,,,,,,,,,5929,,,,,,7020000,,17760000,9240000,
2016-07-16,2084.53466796875,4726.64111328125,,,,,,,,,,,6734,,,,,,6840000,,22140000,9000000,
2016-07-17,2217.151123046875,1992.2850341796875,,,,,,,,,,,3010,,,,,,8880000,,23700000,11160000,
2016-07-18,2228.99951171875,4012.745849609375,,,,,,,,,,,5547,,,,,,9480000,,17400000,6600000,
2016-07-19,1982.9927978515625,3580.9208984375,,,,,,,,,,,5028,,,,,,5340000,,21000000,5700000,
2016-07-20,2062.595703125,4124.0,,,,,,,,,,,5707,,,,,,6780000,,17160000,6240000,
2016-07-21,2050.422119140625,3155.0908203125,57.5,60.0,55.0,,,,,,,,4434,73.65788269042969,74.9000015258789,72.4000015258789,,,6900000,,19260000,5400000,
2016-07-22,2241.314697265625,4907.0390625,,,,46.9477424621582,7.4348907470703125,47.35187530517578,7.908533096313477,2.049504041671753,6.316684246063232,0.5375872254371643,6972,,,,,22234850,10486096,308307,13260000,4560000,
2016-07-23,1968.929443359375,4536.2666015625,,,,47.304237365722656,7.878904819488525,47.31260299682617,7.914252281188965,4.0548319816589355,13.860176086425781,0.5295280814170837,6318,71.05000305175781,72.0,70.0999984741211,,52848008,6922905,,18840000,7380000,
2016-07-24,1712.3636474609375,1367.0615234375,,,,47.30375671386719,7.879323959350586,47.304725646972656,7.8803324699401855,0.6835383176803589,1.6443842649459839,0.5770615339279175,2064,71.80000305175781,71.80000305175781,71.80000305175781,,45576474,2108984,,27660000,10500000,
2016-07-25,2024.010009765625,3377.51904296875,,,,46.94731903076172,7.434947490692139,47.306396484375,7.880614280700684,1.9489933252334595,2.786252021789551,0.8372573852539062,4708,,,,,48896237,7562983,,16560000,8580000,
2016-07-26,1918.1107177734375,3602.73828125,,,,46.9472541809082,7.434936046600342,47.31147766113281,7.894159317016602,1.8853442668914795,32.6406135559082,0.5300942659378052,4905,,,,,47883232,5714359,,18840000,5700000,
2016-07-27,1999.0567626953125,3747.657470703125,,,,46.94728088378906,7.43487548828125,47.306217193603516,7.880119800567627,1.6445823907852173,4.4132184982299805,1.4320963621139526,5320,72.30000305175781,72.30000305175781,72.30000305175781,,51925578,7123661,,17100000,5820000,
2016-07-28,2008.42431640625,3521.61181640625,,,,46.94721984863281,7.434968948364258,47.312904357910156,7.934980869293213,1.6784532070159912,11.745828628540039,0.5015974640846252,4948,,,,,48137970,7247194,,14160000,8100000,
2016-07-29,1950.375,3622.124755859375,,,,46.947078704833984,7.434874057769775,47.30651092529297,7.880660533905029,1.118432641029358,1.6760071516036987,0.5824946165084839,4999,,,,,53678949,6182902,,11820000,9840000,
2016-07-30,2174.6181640625,2585.5068359375,,,,47.29447555541992,7.878843307495117,47.47993087768555,8.247444152832031,4.489303112030029,11.006220817565918,0.6000833511352539,3847,,,,,37832181,10018286,,28080000,7320000,
2016-07-31,1875.6373291015625,1180.3880615234375,,,,47.249595642089844,8.083176612854004,47.48222351074219,8.239303588867188,13.181965827941895,19.315387725830078,0.5,1760,,,,,49198270,4850616,,22680000,4800000,
2016-08-01,1602.298828125,141.0401153564453,,,,47.303916931152344,7.878844261169434,47.481971740722656,8.222171783447266,1.2148727178573608,2.36603045463562,0.5,349,72.0999984741211,72.0999984741211,72.0999984741211,,72758070,126157,,6840000,4020000,
2016-08-02,1923.08984375,4133.2265625,,,,46.947269439697266,7.434702396392822,47.3127326965332,7.880585193634033,2.215456247329712,31.96007537841797,0.551089882850647,5698,,,,,57534895,5674092,,11040000,3180000,
2016-08-03,1746.558837890625,2621.120849609375,,,,46.94727325439453,7.434702396392822,47.30625915527344,7.8802266120910645,1.5779094696044922,4.610011100769043,0.5099999904632568,4763,,,,,78540026,2373971,116128,,,
2016-08-04,1737.7440185546875,2609.82421875,,,,46.9470100402832,7.434702396392822,47.30655288696289,7.880138397216797,2.28023624420166,13.530299186706543,0.5731492042541504,4516,,,,,67411637,2490269,,6780000,4380000,
2016-08-05,2422.633056640625,10482.4990234375,,,,46.94731140136719,7.434702396392822,47.32521438598633,7.902420997619629,2.7453837394714355,15.960002899169922,0.6552098989486694,6551,,,,,52530401,13899079,,13560000,660000,
2016-08-06,1632.04296875,1020.5452880859375,,,,47.30416488647461,7.879815578460693,47.304779052734375,7.880218505859375,3.2481658458709717,15.480051040649414,0.6053098440170288,1306,,,,,80245176,647051,,1500000,3780000,
2016-08-07,2170.13330078125,4562.751953125,,,,47.304344177246094,7.876566410064697,47.30540466308594,7.88026762008667,7.037321090698242,13.713299751281738,2.743884325027466,6260,69.69999694824219,69.69999694824219,69.69999694824219,,44824198,10148885,,24840000,6480000,
2016-08-08,2457.389404296875,5982.67236328125,,,,47.29644012451172,7.876587390899658,47.31235122680664,7.927532196044922,3.4796431064605713,12.55025577545166,0.5059643983840942,8009,,,,,32731174,16028257,,24480000,12120000,
2016-08-09,1777.0635986328125,1722.0191650390625,,,,47.30425262451172,7.876587390899658,47.30568313598633,7.88350772857666,0.6123388409614563,1.9304144382476807,0.5015974640846252,1626,,,,,45279162,3754811,,27780000,9300000,
2016-08-10,2252.91455078125,4130.86767578125,,,,47.304176330566406,7.876474380493164,47.3121337890625,7.913750648498535,1.5730189085006714,10.150043487548828,0.5412023663520813,5201,,,,,47332847,12342245,,16740000,9540000,
2016-08-11,1820.352783203125,3568.48681640625,,,,46.15171432495117,7.879656791687012,47.3090934753418,8.996628761291504,,,,8402,,,,,67459272,4536031,,,,
2016-08-12,1726.8790283203125,1796.16943359375,,,,46.20051956176758,8.739633560180664,46.206825256347656,8.742770195007324,,,,3752,,,,,82055542,2849159,,,,
2016-08-13,1725.082763671875,2172.670166015625,,,,46.161346435546875,8.74195671081543,46.29707336425781,8.858491897583008,0.6857700943946838,1.5768638849258423,0.5008991360664368,4584,,,,,77189601,2816742,,,,
2016-08-14,1725.42578125,1959.4852294921875,,,,46.199920654296875,8.677726745605469,46.27000427246094,8.745193481445312,3.1764020919799805,19.530000686645508,0.5032891631126404,4361,,,,,81529474,2822932,,,,
2016-08-15,1595.603271484375,366.7593994140625,,,,46.151206970214844,7.879842758178711,47.3044319152832,9.004786491394043,12.1886625289917,23.110416412353516,0.8405355215072632,1402,71.30000305175781,71.30000305175781,71.30000305175781,,68260542,450015,,5580000,3420000,
2016-08-16,1792.029296875,1872.9444580078125,,,,47.30002212524414,7.8763532638549805,47.30467224121094,7.880415439605713,1.0658931732177734,2.5200793743133545,0.5126401782035828,2620,,,,,54202562,3637438,,21300000,7260000,
2016-08-17,1632.56591796875,692.088623046875,,,,46.8993034362793,7.8776726722717285,47.31269836425781,8.627357482910156,11.509324073791504,22.870370864868164,0.7317103743553162,1435,,,,,66096363,835714,,7680000,2640000,
2016-08-18,1612.8377685546875,1079.060302734375,56.0,56.0,56.0,47.304073333740234,7.879697799682617,47.30459213256836,7.880136489868164,,,,1490,,,,,53415715,489098,,27120000,3480000,
2016-08-19,2183.9501953125,5914.84912109375,,,,47.30421447753906,7.80108642578125,47.34469985961914,7.895779609680176,3.2315313816070557,12.200003623962402,0.6181423664093018,7990,,,,,41829115,10501401,,20940000,8580000,
2016-08-20,1822.0029296875,1148.1754150390625,,,,47.30366897583008,7.879086017608643,47.304691314697266,7.88027811050415,1.0681917667388916,3.6760032176971436,0.5474486351013184,1445,,,,,48575932,4164068,,26280000,7380000,
2016-08-21,2088.965576171875,2596.312744140625,,,,47.30399703979492,7.877167224884033,47.30507278442383,7.880220413208008,1.3955994844436646,2.2694711685180664,0.5217278599739075,3206,,,,,41243414,8854526,,24120000,11760000,
2016-08-22,1985.8062744140625,4047.325927734375,,,,46.94731140136719,7.434702396392822,47.306251525878906,7.880399703979492,4.105031967163086,5.04000997543335,0.5360037088394165,5695,,,,,59465994,7011580,,11160000,3120000,
2016-08-23,1761.857421875,3079.241943359375,,,,46.947296142578125,7.434702396392822,47.30655288696289,7.941462516784668,2.7471237182617188,14.420013427734375,0.5200961232185364,5099,,,,,76139059,3086762,,,,
2016-08-24,1736.1614990234375,2793.011962890625,,,,46.9456787109375,7.434691429138184,47.306671142578125,7.880241870880127,0.8012225031852722,1.6219741106033325,0.6428841352462769,4819,,,,,80196472,2649795,,,,
2016-08-25,1689.55712890625,1938.1058349609375,,,,46.94728469848633,7.434702396392822,47.306522369384766,7.880797863006592,1.876149296760559,4.534864902496338,1.07186758518219,3292,,,,,77372720,1825222,,,,
2016-08-26,1705.83447265625,1494.81396484375,,,,46.94731903076172,7.434702396392822,47.306488037109375,7.8801727294921875,1.4859551191329956,3.307234525680542,0.6447479724884033,2725,,,,,75833880,2111878,,,,
2016-08-27,1598.7171630859375,53.26756286621094,,,,47.24369812011719,7.844935894012451,47.30632019042969,7.904938220977783,2.157719612121582,8.520023345947266,0.5001000165939331,459,,,,,82801153,241006,,,,
2016-08-28,1606.8629150390625,137.31658935546875,,,,47.23228073120117,7.822010517120361,47.30516052246094,7.904715061187744,2.2337210178375244,16.780048370361328,0.5024937987327576,711,71.69999694824219,71.69999694824219,71.69999694824219,,70788462,383991,,6420000,3840000,
2016-08-29,1820.461669921875,3117.929443359375,,,,46.94727325439453,7.434757232666016,47.3064079284668,7.880496978759766,2.8963510990142822,13.341353416442871,0.5578530430793762,3936,,,,,50517645,5122293,,19380000,5460000,
2016-08-30,1926.9195556640625,3807.662353515625,,,,46.96501541137695,7.455238342285156,47.3065299987793,7.880045413970947,0.8111931085586548,0.9166242480278015,0.7057619690895081,5250,,,,,940071,6569404,,17820000,8040000,
2016-08-31,2088.29736328125,4208.0,,,,,,,,,,,5948,,,,,,9360000,,17640000,7620000,
2016-09-01,1811.7279052734375,3737.0,,,,,,,,,,,5261,,,,,,4800000,,8820000,5460000,
2016-09-02,1585.0,20.578948974609375,,,,,,,,,,,,,,,,,,,6840000,3840000,
2016-09-03,1843.92138671875,1522.4210205078125,,,,,,,,,,,2151,,,,,,4620000,,25260000,4920000,
2016-09-04,1585.0,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,1585.0,0.0,,,,,,,,,,,,,,,,,,,8700000,3660000,
2016-09-06,1735.08935546875,3471.0,,,,,,,,,,,4865,,,,,,3420000,,9960000,4320000,
2016-09-07,1585.0,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,1585.0,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,1585.59716796875,15.9880952835083,,,,,,,,,,,,,,,,,,,8820000,4080000,
2016-09-10,1091.6663818359375,1017.0475463867188,,,,,,,,,,,1951,,,,,,2640000,,19860000,6720000,
2016-09-11,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-09-15,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-09-16,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-09-17,1588.9998779296875,85.10302734375,,,,,,,,,,,,,,,,,,,11280000,3060000,
2016-09-18,1730.5294189453125,3289.89697265625,,,,,,,,,,,4253,,,,,,3600000,,25260000,7140000,
2016-09-19,1200.2467041015625,1942.0,,,,,,,,,,,2678,,,,,,3960000,,8220000,6060000,
2016-10-04,173.24513244628906,,,,,,,,,,,,,,,,,,,,,,
2016-10-05,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-10-08,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-10-09,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-10-10,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-10-11,1589.0,0.0,,,,,,,,,,,,,,,,,,,3420000,6000000,
2016-10-12,1883.0379638671875,4010.64453125,,,,,,,,,,,5540,,,,,,5340000,,12240000,10620000,
2016-10-13,1784.048583984375,4341.923828125,,,,,,,,,,,5824,,,,,,5400000,,13740000,8340000,
2016-10-14,1674.9381103515625,595.4317626953125,,,,,,,,,,,760,,,,,,1500000,,11100000,6480000,
2016-10-15,1589.0,,,,,,,,,,,,,,,,,,,,,,
2016-10-16,1589.0,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,1589.0,,,,,,,,,,,,,,,,,,,,,,
2016-10-18,1589.0,0.0,,,,,,,,,,,,,,,,,,,7440000,2700000,
2016-10-19,1733.944580078125,1672.0,,,,,,,,,,,2247,,,,,,2580000,,10740000,3540000,
2016-10-20,1589.0,0.0,,,,,,,,,,,,,,,,,,,8280000,2520000,
2016-10-21,1565.370849609375,4095.0,,,,,,,,,,,5587,,,,,,6480000,,10260000,4020000,
2016-12-25,8.827777862548828,,,,,,,,,,,,,,,,,,,,,,
2016-12-26,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-12-27,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-12-28,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-12-29,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,1588.9998779296875,11.474278450012207,,,,,,,,,,,16,,,,,,,,480000,,
2017-01-02,1423.4273681640625,1074.5257568359375,,,,,,,,,,,1410,,,,,,2580000,,27180000,10680000,5820000
2017-01-05,534.5772705078125,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2017-01-07,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2017-01-08,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2017-01-09,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2017-01-10,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,1588.9998779296875,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,1630.9813232421875,448.9449157714844,,,,46.94879150390625,7.437038421630859,47.30640411376953,7.8799872398376465,2.6918022632598877,2.6918022632598877,2.6918022632598877,1135,,,,,25224455,728222,,,,
2017-01-13,274.24652099609375,,,,,47.30428695678711,7.8797125816345215,47.30536651611328,7.88002347946167,,,,,,,,,14911830,,,,,
