geneid,sample,mean
320,0.0,5.641442321428571
321,0.0,3.8731782142857143
322,0.0,3.0519616071428572
323,0.0,2.9189210714285716
324,0.0,2.6940351785714287
325,0.0,3.729925
326,0.0,3.787395535714286
327,0.0,3.315337857142857
328,0.0,3.13428375
329,0.0,4.588056428571429
330,0.0,5.718375892857143
331,0.0,3.777389107142857
332,0.0,5.413317142857143
333,0.0,2.75097
334,0.0,4.640079642857143
335,0.0,3.8646776785714287
336,0.0,3.1391905357142855
337,0.0,2.608739285714286
338,0.0,3.1585796428571427
339,0.0,3.6925775
340,0.0,3.4796178571428573
341,0.0,4.3352691071428575
342,0.0,5.255555892857143
343,0.0,3.8232767857142855
344,0.0,5.786674821428571
345,0.0,5.103617857142857
346,0.0,2.779012857142857
347,0.0,3.2372917857142856
348,0.0,3.3498799999999997
349,0.0,2.7214576785714284
350,0.0,3.695243214285714
351,0.0,5.056300357142857
352,0.0,3.4471242857142856
353,0.0,2.8968498214285714
354,0.0,3.4690325
355,0.0,3.6512098214285715
356,0.0,3.4432155357142857
357,0.0,3.055261428571429
358,0.0,4.837901428571429
359,0.0,3.0380476785714285
360,0.0,3.940328392857143
361,0.0,3.18613875
362,0.0,3.9789867857142855
363,0.0,2.885249642857143
364,0.0,5.011136785714286
365,0.0,5.254645
366,0.0,3.6194748214285712
367,0.0,3.042874642857143
368,0.0,2.986732142857143
369,0.0,6.250477857142857
370,0.0,3.5516083928571427
371,0.0,2.7850921428571427
372,0.0,3.0477351785714286
373,0.0,3.481045892857143
374,0.0,2.9720335714285713
375,0.0,4.0038760714285715
376,0.0,3.2395982142857145
377,0.0,4.34054625
378,0.0,4.096080357142857
379,0.0,3.900689107142857
380,0.0,3.3152389285714285
381,0.0,3.09483
382,0.0,3.4155325
383,0.0,3.633609285714286
384,0.0,3.1687460714285716
385,0.0,3.8009960714285715
386,0.0,2.752146607142857
387,0.0,3.8242325
388,0.0,3.034122142857143
389,0.0,8.810222857142858
390,0.0,5.011514107142857
391,0.0,2.9475369642857143
392,0.0,4.331764642857143
393,0.0,3.25197
394,0.0,3.063205714285714
395,0.0,3.3498639285714287
396,0.0,3.592307142857143
397,0.0,3.3428
398,0.0,3.654008214285714
399,0.0,3.8734830357142855
400,0.0,4.270734642857143
401,0.0,3.349857857142857
402,0.0,3.5147157142857144
403,0.0,3.2857357142857144
404,0.0,3.1238216071428573
405,0.0,3.090862857142857
406,0.0,3.3577789285714283
407,0.0,3.2257673214285716
408,0.0,3.3009369642857145
409,0.0,3.99940125
410,0.0,4.407518214285714
411,0.0,5.587499821428572
412,0.0,3.819635
413,0.0,4.108593571428571
414,0.0,3.3557832142857142
415,0.0,4.717448035714286
416,0.0,2.8062048214285715
417,0.0,2.829626964285714
418,0.0,4.401966428571429
419,0.0,3.2009267857142856
420,0.0,3.275830535714286
421,0.0,4.016409107142857
422,0.0,3.1340126785714286
423,0.0,3.258669642857143
424,0.0,3.2569371428571428
425,0.0,6.0124578571428575
426,0.0,3.0879201785714288
427,0.0,3.4584898214285715
428,0.0,4.510297857142857
429,0.0,3.935036964285714
430,0.0,5.73441
431,0.0,9.652582142857144
432,0.0,3.094981785714286
433,0.0,4.658053928571428
434,0.0,3.9788541071428574
435,0.0,4.904002678571429
436,0.0,3.477279642857143
437,0.0,3.8884610714285714
438,0.0,4.309202857142857
439,0.0,3.835044464285714
440,0.0,4.1624525
441,0.0,3.387739642857143
442,0.0,3.31257125
443,0.0,3.73908125
444,0.0,3.7437905357142856
445,0.0,3.6029714285714287
446,0.0,3.4582680357142856
447,0.0,4.996293035714285
448,0.0,3.1351508928571428
449,0.0,3.496865357142857
450,0.0,3.5914326785714286
451,0.0,3.221976607142857
452,0.0,3.8080175
453,0.0,2.993603392857143
454,0.0,2.9301291071428572
455,0.0,2.8817939285714287
456,0.0,3.9279351785714285
457,0.0,3.1882576785714285
458,0.0,5.593890535714285
459,0.0,4.267899107142857
460,0.0,3.3461930357142857
461,0.0,3.0041201785714287
462,0.0,2.912371607142857
463,0.0,3.4262589285714284
464,0.0,5.254203392857143
465,0.0,3.4244482142857144
466,0.0,3.7829823214285714
467,0.0,6.206543571428571
468,0.0,8.150499107142858
469,0.0,9.711195535714285
470,0.0,9.26484125
471,0.0,3.1549507142857145
472,0.0,4.644120178571429
473,0.0,4.655160178571428
474,0.0,5.697696785714285
475,0.0,4.479694285714285
476,0.0,4.386405892857143
477,0.0,8.167556607142858
478,0.0,7.405496964285715
479,0.0,3.2637576785714284
480,0.0,3.679170357142857
481,0.0,4.1010003571428575
482,0.0,2.809110714285714
483,0.0,4.323059285714286
484,0.0,2.747304464285714
485,0.0,4.184469642857143
486,0.0,2.899363214285714
487,0.0,7.729125357142857
488,0.0,8.907440892857142
489,0.0,5.166664821428571
490,0.0,3.4032735714285716
491,0.0,4.1397482142857145
492,0.0,2.971599107142857
493,0.0,3.589562857142857
494,0.0,3.0233946428571428
495,0.0,5.647433214285714
496,0.0,3.717392857142857
497,0.0,2.6038078571428573
498,0.0,4.933263214285715
499,0.0,3.391516785714286
500,0.0,2.894735
501,0.0,3.6937907142857145
502,0.0,7.441816071428572
503,0.0,4.188715178571429
504,0.0,5.257075178571428
505,0.0,3.3325291071428573
506,0.0,6.080603035714286
507,0.0,3.7193783928571427
508,0.0,4.914609464285714
509,0.0,4.155337321428571
510,0.0,3.8266182142857144
511,0.0,6.882209821428572
512,0.0,3.4550789285714285
513,0.0,3.6934564285714284
514,0.0,4.1717625
515,0.0,3.715091607142857
516,0.0,3.4303401785714285
517,0.0,4.179491071428571
518,0.0,3.1171933928571427
519,0.0,8.49809857142857
520,0.0,3.2002005357142855
521,0.0,2.7889448214285713
522,0.0,4.026760892857143
523,0.0,3.5278048214285715
524,0.0,5.2052442857142855
525,0.0,2.9795548214285716
526,0.0,3.4360639285714285
527,0.0,3.8517655357142857
528,0.0,4.330970714285714
529,0.0,3.2802942857142856
530,0.0,3.160486607142857
531,0.0,4.011691071428571
532,0.0,4.372119107142857
533,0.0,7.525417857142857
534,0.0,4.002709821428572
535,0.0,5.36315875
536,0.0,4.5614992857142855
537,0.0,5.833984642857143
538,0.0,3.9579282142857144
539,0.0,5.600282678571428
540,0.0,3.2609858928571427
541,0.0,6.191018928571428
542,0.0,3.1108823214285715
543,0.0,3.396383214285714
544,0.0,3.28264625
545,0.0,4.915673035714286
546,0.0,5.398687142857143
547,0.0,3.9877289285714284
548,0.0,3.170388392857143
549,0.0,3.1960578571428573
550,0.0,3.5829058928571427
551,0.0,4.046106428571429
552,0.0,4.048253571428571
553,0.0,3.1752964285714285
554,0.0,3.5520389285714287
555,0.0,5.282016071428571
556,0.0,4.236620178571428
557,0.0,3.4714632142857145
558,0.0,3.7810260714285713
559,0.0,3.2005355357142857
560,0.0,4.237822857142858
561,0.0,2.81853375
562,0.0,4.7114191071428575
563,0.0,4.562532678571428
564,0.0,3.851011964285714
565,0.0,4.7428864285714285
566,0.0,2.9752201785714285
567,0.0,3.697068392857143
568,0.0,4.436654464285715
569,0.0,4.998165535714286
570,0.0,3.8171775
571,0.0,7.176626428571429
572,0.0,2.8450233928571427
573,0.0,2.984224107142857
574,0.0,4.558752321428572
575,0.0,4.092517321428572
576,0.0,3.6281269642857144
577,0.0,2.990533035714286
578,0.0,3.5066594642857143
579,0.0,3.383891964285714
580,0.0,5.081433928571428
581,0.0,3.442146785714286
582,0.0,6.523191071428571
583,0.0,2.9490473214285715
584,0.0,2.8955696428571427
585,0.0,2.8083839285714287
586,0.0,10.052009107142856
587,0.0,4.0659801785714285
588,0.0,3.3375285714285714
589,0.0,3.331069642857143
590,0.0,3.7561314285714285
591,0.0,3.4110210714285714
592,0.0,4.780564464285714
593,0.0,3.4072401785714286
594,0.0,3.5041019642857143
595,0.0,5.517130714285714
596,0.0,4.113008392857143
597,0.0,3.8552073214285714
598,0.0,3.1150439285714286
599,0.0,3.915105714285714
600,0.0,4.483382142857143
601,0.0,2.90323625
602,0.0,2.79507625
603,0.0,3.7295425
604,0.0,2.8789317857142858
605,0.0,4.555142142857143
606,0.0,3.384359464285714
607,0.0,3.499035357142857
608,0.0,3.4535492857142858
609,0.0,3.7492285714285716
610,0.0,3.4096578571428573
611,0.0,3.276874285714286
612,0.0,3.680626964285714
613,0.0,3.4478555357142855
614,0.0,6.724384642857143
615,0.0,4.6251275
616,0.0,3.44059875
617,0.0,2.7868535714285714
618,0.0,3.62748
619,0.0,4.0829064285714285
620,0.0,7.0770575
621,0.0,3.0593580357142858
622,0.0,3.1794310714285716
623,0.0,4.36285
624,0.0,3.918505892857143
625,0.0,2.783745
626,0.0,4.482253035714286
627,0.0,3.782882857142857
628,0.0,3.9464939285714284
629,0.0,3.0713351785714287
630,0.0,3.869137857142857
631,0.0,3.631208392857143
632,0.0,5.628678392857143
633,0.0,2.907729464285714
634,0.0,3.718535892857143
635,0.0,2.7876217857142858
636,0.0,3.2267580357142855
637,0.0,4.406891428571429
638,0.0,4.3246014285714285
639,0.0,3.1106703571428573
640,0.0,4.298694464285714
641,0.0,4.074648214285714
642,0.0,4.715377321428571
643,0.0,3.2384925
644,0.0,3.226070357142857
645,0.0,3.300160357142857
646,0.0,3.0489792857142857
647,0.0,2.7859483928571427
648,0.0,4.574176607142857
649,0.0,4.919122857142857
650,0.0,2.9493948214285712
651,0.0,3.889965
652,0.0,3.014825
653,0.0,4.234882678571428
654,0.0,4.452043392857143
655,0.0,3.118559285714286
656,0.0,3.0963660714285712
657,0.0,3.8941325
658,0.0,3.3102516071428574
659,0.0,2.7191901785714285
660,0.0,3.101164107142857
661,0.0,3.332245
662,0.0,3.6058539285714284
663,0.0,4.031345
664,0.0,3.5453825
665,0.0,4.743147678571429
666,0.0,3.813640357142857
667,0.0,3.3544798214285714
668,0.0,2.761355357142857
669,0.0,4.02320625
670,0.0,3.0777360714285713
671,0.0,3.173715
672,0.0,2.827748035714286
673,0.0,3.5917273214285714
674,0.0,3.1251825
675,0.0,2.9662375
676,0.0,2.644681785714286
677,0.0,3.250607857142857
678,0.0,4.369027321428572
679,0.0,3.0773648214285716
680,0.0,3.4761214285714286
681,0.0,3.2258775
682,0.0,3.221223928571429
683,0.0,2.9742330357142857
684,0.0,3.9275696428571427
685,0.0,3.09315375
686,0.0,3.577995
687,0.0,3.55987875
688,0.0,3.3618523214285716
689,0.0,3.1574630357142857
690,0.0,3.883961607142857
691,0.0,3.327794642857143
692,0.0,3.0957005357142857
693,0.0,2.8547823214285715
694,0.0,2.942131785714286
695,0.0,3.68608625
696,0.0,3.8072530357142855
697,0.0,3.3235080357142857
698,0.0,3.295163392857143
699,0.0,3.601047142857143
700,0.0,4.673746964285714
701,0.0,2.8512435714285713
702,0.0,3.703089464285714
703,0.0,3.1590964285714285
704,0.0,3.0531223214285714
705,0.0,3.1889814285714286
706,0.0,3.042909642857143
707,0.0,4.142304821428572
708,0.0,2.96884875
709,0.0,4.2827142857142855
710,0.0,3.2626660714285713
711,0.0,3.3232616071428573
712,0.0,4.287249642857143
713,0.0,3.0182698214285715
714,0.0,3.3456571428571427
715,0.0,3.1289175
716,0.0,4.109887321428571
717,0.0,6.87909375
718,0.0,3.36874625
719,0.0,3.341165892857143
720,0.0,4.947168035714285
721,0.0,3.00954
722,0.0,3.983544107142857
723,0.0,3.119675
724,0.0,3.4071692857142857
725,0.0,3.787161785714286
726,0.0,3.249599107142857
727,0.0,3.2903669642857145
728,0.0,3.6288525
729,0.0,3.1987651785714286
730,0.0,7.220058214285714
731,0.0,3.3655616071428573
732,0.0,8.239190892857144
733,0.0,3.840594642857143
734,0.0,3.9183930357142858
735,0.0,4.517614285714286
736,0.0,3.5490873214285714
737,0.0,6.000308928571428
738,0.0,3.0251571428571427
739,0.0,2.9667517857142855
740,0.0,3.387949464285714
741,0.0,4.110971785714286
742,0.0,3.4799285714285713
743,0.0,5.076268928571428
744,0.0,4.172203571428572
745,0.0,3.547604642857143
746,0.0,2.9127208928571426
747,0.0,3.2065441071428573
748,0.0,3.070607142857143
749,0.0,4.368076071428572
750,0.0,3.3062723214285716
751,0.0,4.333717142857143
752,0.0,2.9901798214285713
753,0.0,3.779444464285714
754,0.0,3.328738392857143
755,0.0,3.284815
756,0.0,3.0597269642857143
757,0.0,2.9303507142857144
758,0.0,3.644604642857143
759,0.0,4.574179821428571
760,0.0,3.6076325
761,0.0,4.426746785714285
762,0.0,3.4707926785714287
763,0.0,3.1089948214285714
764,0.0,3.489921607142857
765,0.0,10.000192857142856
766,0.0,4.252068928571428
767,0.0,4.318288571428572
768,0.0,4.526325178571429
769,0.0,7.860569464285715
770,0.0,14.030555357142857
771,0.0,9.557473392857142
772,0.0,3.6252992857142856
773,0.0,3.749540892857143
774,0.0,4.320115178571428
775,0.0,3.4668303571428574
776,0.0,3.5468101785714286
777,0.0,5.006466785714286
778,0.0,2.9270058928571427
779,0.0,4.153950714285714
780,0.0,4.795179642857143
781,0.0,3.679686785714286
782,0.0,3.4131682142857143
783,0.0,2.7797655357142856
784,0.0,3.72028125
785,0.0,3.6902258928571428
786,0.0,2.9656098214285715
787,0.0,3.3676426785714284
788,0.0,3.2216782142857143
789,0.0,2.781952857142857
790,0.0,4.7808005357142855
791,0.0,3.6895810714285715
792,0.0,3.5063192857142855
793,0.0,2.746935892857143
794,0.0,4.283113571428571
795,0.0,3.7389398214285716
796,0.0,3.440796607142857
797,0.0,4.3669730357142855
798,0.0,4.776868214285714
799,0.0,3.5459217857142855
800,0.0,3.1600698214285714
801,0.0,4.543595535714285
802,0.0,2.93284375
803,0.0,2.8116721428571427
804,0.0,3.037903392857143
805,0.0,3.943787857142857
806,0.0,4.645806607142857
807,0.0,4.155458214285714
808,0.0,3.888619464285714
809,0.0,4.480730178571428
810,0.0,3.262928035714286
811,0.0,4.341253035714286
812,0.0,3.86559625
813,0.0,3.52711
814,0.0,4.597734464285714
815,0.0,3.095915
816,0.0,3.298379107142857
817,0.0,7.8232767857142855
818,0.0,2.930777857142857
819,0.0,9.559018928571428
820,0.0,3.652054107142857
821,0.0,3.363811607142857
822,0.0,5.119378035714286
823,0.0,5.535850535714286
824,0.0,4.5727682142857144
825,0.0,4.289582321428571
826,0.0,3.0002732142857145
827,0.0,5.836440714285715
828,0.0,3.9591726785714285
829,0.0,5.357555
830,0.0,5.760998392857143
831,0.0,3.946019464285714
832,0.0,4.797789285714286
833,0.0,4.437376785714286
834,0.0,8.110203928571428
835,0.0,3.12005125
836,0.0,4.278834107142857
837,0.0,3.0702707142857144
838,0.0,8.172471071428571
839,0.0,3.2344289285714285
840,0.0,5.5557671428571425
841,0.0,7.029805178571428
842,0.0,4.597321964285714
843,0.0,7.318956964285714
844,0.0,4.432672857142857
845,0.0,2.8744430357142856
846,0.0,6.748257678571429
847,0.0,4.333058571428571
848,0.0,3.5796614285714288
849,0.0,4.5408469642857145
850,0.0,5.261583571428571
851,0.0,4.060766607142857
852,0.0,2.952805892857143
853,0.0,4.984339821428572
854,0.0,2.7863817857142856
855,0.0,3.678397142857143
856,0.0,7.172193928571429
857,0.0,3.4536348214285715
858,0.0,3.194093392857143
859,0.0,5.839160892857143
860,0.0,3.6624823214285716
861,0.0,4.204411785714286
862,0.0,3.7286955357142855
863,0.0,4.846490892857143
864,0.0,4.41601375
865,0.0,4.705637857142857
866,0.0,3.141184642857143
867,0.0,3.164709642857143
868,0.0,4.170669642857143
869,0.0,3.215490535714286
870,0.0,3.4809398214285716
871,0.0,4.1333303571428575
872,0.0,3.2621923214285715
873,0.0,4.205609464285715
874,0.0,3.5899783928571427
875,0.0,2.7945108928571427
876,0.0,4.891400714285714
877,0.0,3.4287973214285716
878,0.0,3.954648392857143
879,0.0,3.1005121428571427
880,0.0,2.7803323214285713
881,0.0,3.31248625
882,0.0,5.451558035714286
883,0.0,3.2755428571428573
884,0.0,4.791588571428571
885,0.0,3.508242142857143
886,0.0,5.906891607142857
887,0.0,4.200279107142857
888,0.0,4.0516853571428575
889,0.0,4.065414107142857
890,0.0,3.6824467857142857
891,0.0,3.1290748214285715
892,0.0,4.095705357142857
893,0.0,5.717798035714286
894,0.0,4.345631428571428
895,0.0,3.1823426785714286
896,0.0,2.969780714285714
897,0.0,4.310652321428572
898,0.0,3.2746339285714288
899,0.0,3.3081485714285717
900,0.0,3.6586342857142857
901,0.0,3.8742769642857144
902,0.0,3.977224107142857
903,0.0,2.8385351785714286
904,0.0,3.595885535714286
905,0.0,3.5078957142857146
906,0.0,3.183438392857143
907,0.0,6.2953028571428575
908,0.0,5.205854821428572
909,0.0,3.87609
910,0.0,3.2820617857142858
911,0.0,3.4813430357142856
912,0.0,3.1278951785714284
913,0.0,3.1766757142857145
914,0.0,7.789887321428571
915,0.0,5.226840892857143
916,0.0,5.77712625
917,0.0,2.974085357142857
918,0.0,3.3800383928571427
919,0.0,6.715005535714286
920,0.0,3.28996
921,0.0,4.544269464285715
922,0.0,2.7621842857142855
923,0.0,4.539268392857143
924,0.0,3.7752182142857142
925,0.0,5.571106071428572
926,0.0,4.001396964285714
927,0.0,3.2989776785714287
928,0.0,4.491758392857143
929,0.0,3.2359739285714286
930,0.0,4.434181964285714
931,0.0,3.9183973214285714
932,0.0,2.6859569642857144
933,0.0,2.972022857142857
934,0.0,3.8977521428571427
935,0.0,4.023102857142857
936,0.0,3.7486575
937,0.0,5.034002321428572
938,0.0,3.9254735714285713
939,0.0,3.7846694642857144
940,0.0,3.05317625
941,0.0,3.1024044642857143
942,0.0,5.299728928571429
943,0.0,10.951284464285715
944,0.0,4.018971071428571
945,0.0,4.502025
946,0.0,3.4642975
947,0.0,3.487815
948,0.0,2.649821964285714
949,0.0,3.445045
950,0.0,3.3849855357142857
951,0.0,5.139373928571429
952,0.0,3.184625714285714
953,0.0,3.7625832142857143
954,0.0,2.9185694642857145
955,0.0,3.4669589285714286
956,0.0,2.9379976785714286
957,0.0,3.8026017857142858
958,0.0,7.462214642857143
959,0.0,3.6363133928571427
960,0.0,3.1598010714285714
961,0.0,3.4398335714285713
962,0.0,3.0051903571428573
963,0.0,3.3152039285714285
964,0.0,5.512598392857143
965,0.0,3.9542264285714284
966,0.0,2.947403214285714
967,0.0,3.3022898214285714
968,0.0,3.4764269642857144
969,0.0,5.753538392857143
970,0.0,3.5571298214285716
971,0.0,3.98531375
972,0.0,6.8406416071428575
973,0.0,8.870663928571428
974,0.0,4.634986964285714
975,0.0,7.384005178571429
976,0.0,8.121699464285713
977,0.0,4.010637142857143
978,0.0,3.4531203571428573
979,0.0,3.85987375
980,0.0,3.9726842857142857
981,0.0,5.869212857142857
982,0.0,3.7366560714285715
983,0.0,7.308457142857143
984,0.0,6.987038035714286
985,0.0,3.3998844642857144
986,0.0,3.738446607142857
987,0.0,4.874260714285715
988,0.0,8.606046785714286
989,0.0,5.374824642857143
990,0.0,3.485644464285714
991,0.0,6.186963214285714
992,0.0,10.317931964285714
